transaction_amount,transaction_frequency,account_age,location_change,hour_of_day,distance_from_home_km,num_declines_last_hour,merchant_risk_score,is_online,fraud
46.38,3,2129.5,1,14,14.54,0,0.0,1,0
91.97,9,254.8,0,18,38.45,0,0.0,0,0
111.38,6,1051.0,0,11,29.56,1,0.643,0,0
173.79,4,112.8,0,2,1.69,0,0.0,0,0
6.29,5,393.3,0,2,41.74,0,0.253,0,0
185.73,4,493.8,0,4,76.52,1,0.338,0,0
9.22,4,14.4,0,5,7.35,0,0.131,1,0
89.77,4,558.3,0,5,48.91,0,0.438,0,0
118.96,3,916.1,0,16,33.16,1,0.0,1,0
101.2,3,336.1,1,5,54.58,0,0.355,0,0
23.64,4,368.9,0,8,11.52,0,0.0,0,0
41.88,3,1137.3,0,1,45.79,1,0.0,0,0
55.42,5,602.0,0,6,18.22,0,0.153,1,0
71.44,6,1167.0,0,18,4.28,0,0.208,0,0
76.95,6,417.7,1,15,34.31,1,0.423,1,0
27.9,7,302.1,0,15,0.42,0,0.028,1,0
12.95,3,188.5,0,17,31.64,0,0.192,1,0
107.53,4,135.6,0,20,103.2,1,0.177,0,0
58.36,4,802.6,0,1,84.03,0,0.177,1,0
42.69,7,466.5,0,5,78.35,0,0.158,0,0
9.71,6,259.6,0,16,29.86,0,0.454,0,0
240.76,3,374.7,0,3,23.53,0,0.55,1,0
4.09,1,10.6,1,3,2.57,0,0.223,0,0
43.72,4,977.8,0,3,25.79,0,0.045,0,0
17.22,1,342.2,0,6,74.86,0,0.628,1,1
39.2,2,410.4,0,9,18.17,1,0.708,0,0
5.61,7,179.4,0,4,72.87,1,0.213,1,0
172.22,6,868.6,1,19,26.67,0,0.24,1,0
103.36,3,95.1,0,17,113.64,0,0.379,0,0
13.22,5,677.3,0,4,29.63,0,0.655,1,0
12.05,4,534.3,1,7,9.79,1,0.421,0,0
52.27,5,107.8,0,17,16.61,0,0.492,0,0
84.82,3,720.0,1,19,14.75,0,0.442,0,0
213.89,2,17.8,0,21,175.51,1,0.758,0,1
137.9,1,581.6,0,6,20.1,0,0.361,1,0
74.85,3,56.2,0,16,59.23,0,0.713,0,0
119.11,3,527.4,1,10,58.57,0,0.319,1,0
13.14,4,121.4,0,12,28.07,0,0.403,0,0
22.81,1,150.4,0,9,18.39,0,0.53,0,0
91.52,4,516.4,1,20,48.5,0,0.16,1,0
80.3,3,757.0,1,7,75.15,0,0.177,1,0
96.6,3,170.0,0,5,8.63,0,0.301,0,0
131.74,2,343.1,1,23,20.91,0,0.307,1,0
61.09,2,409.0,0,14,17.61,0,0.195,0,0
114.28,3,142.2,1,9,69.07,0,0.263,1,0
15.64,4,249.6,0,5,14.34,2,0.201,0,0
39.74,3,202.9,0,2,29.53,1,0.342,0,0
57.9,5,308.4,0,12,57.53,0,0.512,1,0
29.04,3,78.4,0,23,12.72,0,0.177,1,0
106.95,4,835.1,0,1,18.83,0,0.422,1,0
23.05,6,847.1,0,19,63.99,0,0.337,0,0
76.05,1,138.8,0,17,22.0,0,0.0,0,0
0.21,3,147.4,1,1,40.59,0,0.388,0,0
286.46,2,399.4,0,5,24.69,0,0.331,1,0
4.03,0,126.7,0,12,47.9,0,0.0,0,0
2.65,4,1982.4,0,6,50.63,0,0.245,1,0
286.2,2,148.4,1,17,113.76,1,0.864,1,1
38.51,5,157.7,0,12,39.2,0,0.111,0,0
111.45,2,444.7,0,2,26.64,0,0.419,1,0
12.18,5,1122.0,0,16,0.26,0,0.897,0,0
22.11,3,37.8,0,3,3.6,0,0.423,1,0
587.88,2,53.0,0,11,99.88,1,0.203,1,1
89.45,2,1103.0,0,12,40.16,1,0.308,1,0
46.55,1,131.2,0,9,155.7,1,0.728,1,1
2.04,2,87.4,0,3,,0,0.252,1,0
5.88,3,357.1,0,18,52.93,1,0.377,1,0
12.85,4,188.1,0,23,13.24,0,0.572,1,0
41.91,4,89.4,0,15,,0,0.445,1,0
30.21,3,672.6,0,21,44.57,0,0.357,0,0
345.13,2,149.7,1,16,244.64,0,0.422,1,1
127.58,0,46.4,1,16,27.7,3,0.829,1,1
111.11,1,996.5,0,12,18.78,0,0.464,1,0
23.78,2,1889.4,0,13,17.01,0,0.185,1,0
82.29,4,67.8,0,9,15.89,0,0.595,0,0
0.16,4,1927.7,0,12,19.25,1,0.321,0,0
68.55,3,429.1,0,6,0.95,1,0.424,1,0
58.81,3,66.3,0,14,84.53,0,0.605,1,0
107.73,5,344.0,1,14,11.0,0,0.433,1,0
49.9,5,1132.1,0,0,70.59,0,0.171,0,0
169.44,4,61.4,0,3,44.16,0,0.023,0,0
144.89,6,891.1,0,16,31.92,1,0.0,0,0
2.48,3,675.4,0,20,20.23,0,0.376,0,0
103.23,9,1202.4,1,10,49.02,0,0.001,0,0
47.65,8,2475.2,0,18,58.52,0,0.245,0,0
124.58,2,67.9,0,18,1.28,0,0.173,1,0
14.96,2,187.3,1,1,56.41,0,0.54,1,0
410.43,3,104.1,1,16,52.26,2,0.838,0,1
159.73,3,37.4,0,5,74.65,1,0.86,0,1
29.7,2,409.6,0,14,82.29,0,0.543,1,1
150.48,4,47.8,0,12,81.9,0,0.078,0,0
126.42,3,556.8,0,23,30.49,0,0.0,0,0
59.49,3,494.5,1,2,79.13,0,0.337,1,0
498.77,4,698.6,1,7,186.23,1,0.21,0,1
46.39,2,614.7,1,7,46.04,3,0.233,1,0
109.89,2,17.9,0,21,41.75,1,0.331,0,0
58.89,2,288.7,0,15,20.5,0,0.169,0,0
37.82,2,1065.4,0,22,42.27,0,0.247,1,0
47.89,5,1038.6,0,4,45.69,0,0.04,0,0
253.57,2,1454.4,0,22,55.07,0,0.325,1,0
16.27,5,1872.5,0,9,86.02,0,0.101,0,0
85.25,4,818.8,0,2,4.13,0,0.153,0,0
121.62,3,481.5,0,11,6.92,0,0.242,0,0
32.2,7,165.6,0,7,27.29,0,0.205,0,0
57.14,4,490.9,0,6,13.75,0,0.335,0,0
86.38,3,415.6,0,10,50.27,0,0.359,1,0
64.28,4,678.9,0,20,2.27,0,0.158,1,0
106.08,4,15.0,0,3,9.4,0,0.289,1,0
113.87,0,152.6,0,2,24.34,0,0.0,1,0
102.85,3,381.1,0,7,27.45,0,0.357,1,0
556.04,2,81.3,1,10,38.36,0,0.914,1,1
128.11,5,364.3,0,4,17.94,1,0.127,1,0
27.16,1,3952.8,1,0,56.51,1,0.056,1,0
35.95,5,1039.6,0,13,64.9,0,0.221,1,0
556.33,3,510.4,1,18,158.71,2,0.84,1,1
7.29,5,1490.7,0,11,39.53,0,0.0,0,0
6.6,2,700.7,1,0,28.93,0,0.139,0,0
23.68,2,1506.2,0,20,48.21,0,0.0,0,0
119.37,6,56.8,0,8,5.05,0,0.0,0,0
56.5,7,1272.7,0,7,45.69,0,0.0,0,0
12.34,4,469.4,0,10,9.87,0,0.323,0,0
38.56,3,1075.7,1,10,76.31,0,0.275,0,0
61.63,4,1162.5,0,15,30.5,0,0.271,1,0
119.82,8,414.0,0,22,41.06,0,0.445,1,0
34.16,7,63.6,0,19,58.36,2,0.311,1,0
113.95,3,780.5,0,14,32.35,1,0.295,0,0
20.33,4,881.2,0,19,20.61,0,0.049,1,0
144.23,4,72.9,0,8,66.82,0,0.25,0,0
50.74,0,516.9,0,0,18.91,0,0.654,1,0
71.99,1,248.5,0,21,36.24,0,0.141,0,0
41.82,8,1158.7,1,1,27.72,1,0.505,0,0
170.8,2,3895.0,0,14,7.01,0,0.31,1,0
92.16,3,37.5,0,2,42.86,1,0.07,0,0
5.49,5,474.2,0,18,22.95,0,0.798,0,0
153.47,2,132.5,0,4,166.47,0,0.755,1,1
50.58,4,715.8,0,17,24.86,0,0.505,1,0
33.03,7,1326.1,1,12,23.44,0,0.44,0,0
51.96,3,499.2,0,5,56.15,0,0.48,0,0
74.57,4,1428.6,0,19,,0,0.383,0,0
197.4,2,1287.6,0,23,7.06,0,0.498,0,0
163.69,0,615.7,0,9,11.6,0,0.429,1,0
156.46,4,162.8,0,5,1.57,0,0.0,0,0
108.49,4,3896.6,0,6,44.01,0,0.0,1,0
89.68,6,7.9,0,4,38.18,0,0.301,0,0
231.25,3,188.5,0,3,2.41,1,0.099,0,0
1.49,3,82.3,0,22,6.55,0,0.003,0,0
238.76,5,1014.5,0,10,0.33,1,0.285,1,0
69.94,2,1246.9,0,10,36.7,0,0.566,1,0
77.97,5,187.0,0,1,44.39,0,0.456,1,0
155.24,3,293.4,0,5,7.78,0,0.135,0,0
41.85,7,111.4,0,14,47.36,0,0.205,0,0
56.42,3,521.1,0,6,17.94,0,0.177,1,0
67.71,7,246.8,0,23,38.75,0,0.319,0,0
25.62,2,269.2,0,9,424.35,1,0.646,0,1
156.38,2,428.8,0,21,28.21,0,0.339,0,0
123.18,2,918.2,0,23,0.47,0,0.259,0,0
169.11,1,49.0,0,22,27.36,1,0.315,0,0
115.63,4,2398.9,0,17,18.8,0,0.301,0,0
303.37,2,231.8,1,12,172.15,0,0.554,1,1
51.02,4,628.0,1,10,1.21,0,0.429,0,0
51.79,2,481.2,0,6,39.14,0,0.0,0,0
122.76,3,108.3,0,12,35.14,0,0.131,0,0
51.79,4,575.4,0,18,54.61,0,0.0,0,0
67.65,3,598.9,0,3,33.75,0,0.475,0,0
450.25,0,74.0,0,5,212.75,1,0.174,0,1
96.4,1,4.0,0,23,0.68,0,0.0,0,0
106.44,3,1154.6,0,13,25.86,0,0.19,0,0
4.16,0,296.8,0,10,21.58,0,0.279,1,0
45.79,5,37.5,0,19,83.33,0,0.241,1,0
199.5,3,1381.8,0,18,4.92,0,0.246,1,0
21.16,3,1919.6,0,3,19.36,0,0.0,0,0
30.59,2,286.7,0,10,4.67,0,0.401,0,0
105.29,5,1227.5,0,0,22.41,0,0.099,0,0
25.03,2,277.2,0,21,76.1,0,0.338,0,0
18.29,1,949.2,0,8,8.6,1,0.309,0,0
152.31,2,595.1,0,11,20.29,1,0.351,0,0
202.63,2,1733.0,0,4,19.43,0,0.0,1,0
14.05,1,371.9,0,22,85.07,1,0.067,0,0
34.49,2,227.5,0,23,27.46,0,0.497,0,0
351.78,1,45.6,0,13,102.87,1,0.738,1,1
10.64,5,429.2,1,11,1.9,1,0.205,0,0
108.22,8,179.4,0,0,75.95,0,0.517,0,0
172.07,5,404.3,0,0,42.62,2,0.539,0,0
155.16,3,354.0,0,6,69.88,0,0.073,0,0
101.99,3,2054.9,0,5,43.38,0,0.218,0,0
180.94,5,1765.0,0,19,17.74,0,0.524,1,0
122.73,3,213.9,0,11,4.63,0,0.0,0,0
88.66,4,258.3,0,11,32.44,0,0.446,1,0
108.43,6,432.3,0,10,73.09,1,0.374,0,0
102.01,6,4426.3,0,9,68.84,0,0.0,1,0
225.72,3,431.8,0,18,15.58,0,0.0,0,0
47.57,5,2100.1,0,3,1.87,1,0.147,0,0
75.64,6,231.0,0,21,19.06,0,0.105,0,0
55.32,3,917.3,0,5,13.71,0,0.5,1,0
221.71,1,60.4,0,3,130.14,1,0.277,0,1
151.81,8,1162.9,0,16,3.78,0,0.014,1,0
60.07,4,466.3,0,22,33.21,1,0.443,0,0
76.85,1,675.2,0,6,31.91,1,0.0,1,0
17.22,6,2681.3,0,15,30.09,0,0.046,0,0
152.41,3,170.7,0,3,179.5,3,0.603,0,1
184.27,3,44.4,1,12,20.62,0,0.277,1,0
104.17,3,149.3,0,14,38.36,0,0.204,0,0
32.67,5,1114.8,0,9,39.28,0,0.56,1,0
103.82,0,5.0,0,0,16.98,1,0.501,0,0
40.92,1,878.5,0,22,39.3,0,0.11,0,0
70.42,3,654.2,1,16,81.1,2,0.386,1,0
84.22,6,606.8,1,4,25.96,0,0.0,0,0
163.79,2,953.4,0,8,8.68,0,0.827,1,1
27.04,2,316.1,0,9,27.18,0,0.0,1,0
330.55,1,117.6,0,0,59.57,0,0.591,1,1
0.59,5,687.2,0,0,14.62,0,0.74,0,0
94.71,2,834.6,0,22,81.75,1,0.161,0,0
52.96,1,93.0,0,10,40.23,0,0.043,0,0
47.0,6,35.1,0,4,,1,0.004,1,0
182.02,7,780.8,0,5,43.3,1,0.054,1,0
4.69,4,996.8,0,10,18.41,0,0.253,0,0
14.59,2,1513.5,0,16,46.63,1,0.5,0,0
137.87,3,967.5,0,17,35.46,0,0.09,0,0
88.1,6,63.2,0,18,42.07,1,0.36,1,0
108.71,4,964.6,0,19,35.06,0,0.316,1,0
11.84,1,101.2,0,2,88.32,0,0.509,1,0
123.46,1,399.2,0,16,106.79,0,0.075,0,0
189.52,6,1084.9,0,21,19.08,1,0.02,0,0
76.91,4,2.3,0,8,23.51,0,0.083,0,0
122.36,4,796.9,1,11,31.66,0,0.139,1,0
152.28,4,3818.5,0,15,33.36,0,0.304,0,0
149.78,5,460.4,0,6,9.6,0,0.572,1,0
112.04,7,1736.8,0,17,8.73,1,0.03,0,0
282.28,1,171.8,1,6,25.6,0,0.493,1,1
122.81,1,1036.2,0,7,12.66,0,0.562,0,0
46.97,5,484.6,0,3,42.12,0,0.418,0,0
139.48,0,1370.6,1,22,183.72,1,0.59,1,1
85.57,2,627.3,0,20,80.42,1,0.572,0,0
288.02,2,448.9,1,21,77.38,2,0.802,0,1
11.08,5,4202.1,0,13,58.61,0,0.365,1,0
40.78,3,2352.2,0,16,14.29,1,0.598,1,0
137.12,3,1265.3,0,4,0.59,0,0.3,0,0
80.69,2,412.0,0,14,65.27,0,0.258,0,0
23.13,5,625.4,0,17,19.81,0,0.07,1,0
97.57,4,53.1,1,5,37.07,0,0.12,0,0
67.62,4,385.4,0,22,2.32,0,0.0,1,0
23.96,4,585.9,0,8,,0,0.357,0,0
139.71,3,2252.3,0,11,44.45,0,0.371,0,0
100.67,2,224.9,0,2,25.49,0,0.367,1,0
19.68,6,102.8,0,13,22.71,1,0.476,0,0
131.55,7,73.6,1,6,26.43,0,0.153,1,0
47.88,6,1360.3,0,6,18.76,0,0.026,0,0
137.41,5,289.9,0,4,25.69,0,0.0,1,0
121.63,1,1487.4,1,14,37.37,0,0.56,0,0
167.44,5,520.4,0,10,15.81,1,0.464,0,0
119.73,4,1024.1,0,16,36.93,0,0.0,0,0
5.55,3,73.0,0,11,22.74,0,0.363,1,0
76.35,4,209.3,0,6,5.36,1,0.441,0,0
170.9,5,25.8,0,23,11.46,1,0.539,1,0
319.8,0,198.0,0,17,37.89,0,0.134,0,1
218.29,2,145.7,0,17,82.37,2,0.882,1,1
7.61,6,61.9,0,16,17.16,2,0.395,0,0
21.43,3,1538.6,0,8,33.84,1,0.42,0,0
118.68,4,1443.7,0,4,40.87,0,0.256,1,0
117.78,3,1458.7,0,7,9.14,1,0.074,0,0
85.28,3,1630.7,0,17,1.94,0,0.202,1,0
10.99,2,228.3,1,3,310.17,1,0.614,0,1
6.55,7,512.2,0,22,74.98,0,0.422,1,0
132.74,2,561.4,0,11,40.37,2,0.29,1,0
176.62,3,352.5,1,11,12.05,0,0.0,0,0
50.82,9,833.9,0,2,3.99,0,0.438,0,0
43.22,6,137.7,1,7,23.43,0,0.531,1,0
127.7,3,859.3,0,14,31.47,0,0.371,1,0
216.16,4,448.9,1,21,442.28,2,0.54,1,1
102.12,4,1627.0,0,14,4.93,0,0.093,0,0
24.19,4,184.7,0,18,0.54,0,0.36,0,0
13.76,6,275.4,0,16,15.93,0,0.268,1,0
94.26,1,331.8,0,5,14.01,0,0.439,0,0
123.14,2,212.2,0,6,39.25,0,0.253,1,0
68.11,5,1139.1,0,20,37.92,2,0.133,0,0
98.9,1,444.9,0,2,57.11,1,0.468,0,0
152.28,2,375.7,1,20,83.9,0,0.221,1,0
48.08,1,310.8,0,14,139.56,1,0.62,1,1
58.72,5,895.3,0,23,9.28,0,0.197,1,0
50.48,5,152.6,0,22,23.51,0,0.488,1,0
283.76,1,157.8,1,17,216.6,2,0.619,1,1
13.48,5,311.0,0,16,48.77,0,0.226,1,0
108.8,4,212.4,0,1,42.9,0,0.376,0,0
47.26,2,613.7,0,19,43.68,0,0.225,0,0
81.18,5,190.0,0,1,77.24,0,0.343,0,0
9.73,1,37.4,0,17,269.22,0,0.76,1,1
46.93,4,623.1,1,15,58.77,1,0.381,0,0
10.85,2,623.9,0,15,6.35,0,0.156,0,0
51.53,2,350.6,0,22,32.94,1,0.239,0,0
112.67,3,273.9,1,5,5.08,1,0.322,0,0
131.0,4,2722.4,0,12,8.21,2,0.392,1,0
104.06,3,726.6,0,3,51.08,0,0.19,0,0
114.87,2,744.2,0,16,134.06,0,0.44,0,0
45.29,3,1042.1,0,1,67.25,0,0.0,0,0
144.95,2,413.3,0,12,10.29,0,0.016,1,0
28.38,5,1460.8,0,19,35.95,0,0.279,0,0
206.21,7,100.7,0,18,100.59,0,0.158,1,1
47.46,4,234.7,0,16,3.39,1,0.546,0,0
130.39,3,812.2,0,13,57.41,0,0.961,0,0
94.77,1,825.7,0,3,75.04,0,0.51,0,0
101.58,2,877.5,0,4,59.57,0,0.394,1,0
49.45,3,3439.4,0,0,98.19,0,0.516,0,0
90.05,2,337.9,0,11,44.44,0,0.288,1,0
56.06,1,323.7,1,12,16.81,1,0.338,1,1
140.14,4,1318.0,0,1,66.63,0,0.279,1,0
85.84,2,446.3,0,23,6.98,0,0.543,0,0
33.21,5,2185.0,1,6,53.21,0,0.423,0,0
80.32,2,1586.7,0,3,12.39,0,0.389,0,0
128.85,5,440.8,0,8,13.25,0,0.394,1,0
41.13,5,91.7,1,18,0.76,0,0.414,0,0
129.78,1,291.8,0,11,46.65,0,0.556,1,0
29.81,4,361.8,0,13,78.92,1,0.399,1,0
31.11,8,731.0,0,14,68.45,0,0.525,1,0
56.83,2,1553.5,0,9,84.16,0,0.279,0,0
25.02,7,517.9,1,3,20.5,0,0.403,1,0
44.04,7,543.6,0,16,23.38,0,0.019,0,0
54.63,2,467.7,0,18,25.77,0,0.19,0,0
55.27,4,3994.9,0,2,20.2,2,0.276,0,0
102.11,2,1673.9,0,14,28.08,0,0.297,0,0
227.04,2,122.7,0,21,12.69,0,0.144,0,0
33.18,3,167.8,0,10,62.06,1,0.737,0,0
30.98,4,969.1,0,1,19.4,1,0.0,1,0
206.51,6,154.7,0,15,19.92,0,0.448,0,0
71.79,5,10.5,1,6,41.34,0,0.256,1,0
71.3,3,636.5,0,10,81.66,1,0.0,1,0
92.61,10,536.4,0,20,76.64,0,0.172,0,0
30.21,4,942.3,0,11,4.73,0,0.161,1,0
153.1,3,1819.0,0,20,22.76,0,0.432,1,0
22.83,3,522.8,0,22,11.08,0,0.525,0,0
48.97,3,803.6,0,18,35.18,1,0.372,0,0
28.33,3,323.2,0,5,17.08,0,0.057,1,0
72.74,5,169.5,0,16,59.5,0,0.515,1,0
61.58,5,159.8,0,15,77.61,0,0.0,1,0
91.27,2,284.1,0,1,26.93,0,0.0,1,0
214.87,5,207.3,0,17,28.55,0,0.562,0,0
27.65,5,1968.3,0,4,23.76,0,0.054,0,0
69.32,2,47.7,1,11,3.36,1,0.066,1,0
101.8,3,569.6,0,6,0.54,1,0.258,1,0
172.01,3,1951.0,0,20,64.81,0,0.271,1,0
7.98,6,102.2,0,1,40.99,0,0.332,0,0
453.56,1,667.7,1,16,122.9,1,0.541,1,1
20.02,3,617.2,0,14,59.38,0,0.251,0,0
96.47,1,1576.9,0,5,23.3,0,0.277,0,0
181.15,3,307.9,0,19,17.75,0,0.0,1,0
29.21,3,88.8,0,16,22.64,0,0.41,0,0
110.48,6,1769.4,1,4,4.34,0,0.369,0,0
9.19,5,2428.0,0,7,49.32,0,0.165,0,0
73.15,1,1867.2,0,23,32.72,0,0.424,1,0
24.25,4,214.0,1,5,42.06,0,0.764,0,0
2.32,3,125.0,0,10,8.75,0,0.089,0,0
553.92,5,554.1,1,7,12.35,0,0.981,0,1
180.29,3,924.2,0,2,12.75,0,0.454,0,0
47.75,1,70.0,0,10,13.89,0,0.256,0,0
89.19,4,1771.8,0,6,,1,0.839,1,0
11.63,5,613.0,0,17,36.99,0,0.13,1,0
26.97,8,1408.0,0,6,15.78,0,0.13,1,0
196.55,5,518.9,0,7,36.98,0,0.373,0,0
89.68,5,2260.7,0,18,53.43,0,0.249,1,0
106.42,5,1024.0,0,9,43.8,0,0.019,1,0
40.06,1,138.7,0,20,28.94,0,0.238,1,0
69.37,6,608.8,0,5,24.55,0,0.213,0,0
63.18,2,115.2,0,1,25.72,1,0.416,1,0
109.8,2,157.2,1,2,65.19,0,0.142,0,0
83.03,2,398.3,1,0,10.8,1,0.159,1,0
108.81,1,248.6,0,10,24.74,0,0.021,1,0
75.13,2,304.4,0,7,0.77,0,0.203,0,0
97.79,3,83.7,0,4,11.85,0,0.266,0,0
122.02,2,1568.8,0,12,84.98,1,0.0,0,0
23.27,3,1290.2,0,0,24.87,0,0.502,0,0
67.8,0,160.8,0,15,17.03,0,0.0,1,0
81.52,2,298.9,0,21,27.64,0,0.237,0,0
22.99,1,236.2,0,0,1.66,1,0.181,0,0
27.25,6,87.8,0,11,4.69,0,0.182,0,0
56.7,4,140.4,0,6,0.42,0,0.0,0,0
9.85,3,165.9,0,21,91.18,0,0.276,1,0
97.81,2,1314.0,0,5,5.55,0,0.345,0,0
97.17,2,182.3,0,15,6.23,0,0.198,0,0
72.66,3,2555.4,1,19,9.69,0,0.0,0,0
17.91,4,606.7,0,19,88.21,1,0.182,0,0
44.27,4,1931.2,0,12,34.83,0,0.55,1,0
19.62,3,963.9,0,20,39.3,1,0.397,1,0
99.4,2,827.9,0,0,8.27,0,0.204,1,0
7.55,3,287.7,0,23,25.58,0,0.455,0,0
65.8,3,578.6,0,19,5.12,0,0.159,0,0
158.99,1,739.4,1,6,20.02,0,0.328,1,0
88.27,2,34.1,0,13,8.4,0,0.353,0,0
17.15,4,481.1,0,22,33.04,1,0.258,1,0
152.07,4,265.4,0,17,39.64,1,0.432,1,1
114.18,3,790.3,0,12,33.7,0,0.307,1,0
72.36,5,810.3,1,22,8.88,1,0.233,0,0
47.22,3,47.5,1,18,19.74,0,0.96,1,1
310.11,3,992.6,0,18,202.05,1,0.804,1,1
5.2,3,92.4,0,19,43.07,0,0.747,0,0
38.11,2,1.7,0,3,26.41,0,0.286,0,0
96.26,4,611.5,0,23,48.37,0,0.391,1,0
74.13,3,348.3,0,7,80.21,0,0.476,0,0
145.95,10,12.3,0,14,2.74,0,0.334,0,0
69.77,2,207.3,0,15,20.36,1,0.0,0,0
8.03,2,375.8,0,7,32.89,0,0.236,1,0
89.41,5,728.1,0,13,93.75,0,0.514,0,0
100.41,3,1055.2,0,15,47.84,0,0.0,0,0
45.84,3,1135.7,0,22,35.86,0,0.255,0,0
67.69,6,121.1,0,14,5.04,0,0.0,1,0
137.98,6,523.5,0,3,6.95,0,0.381,1,0
39.16,6,101.8,0,5,50.53,1,0.383,0,0
44.0,5,58.0,0,8,86.02,1,0.0,0,0
32.51,5,495.1,0,11,28.99,0,0.152,0,0
160.25,1,108.0,0,5,3.75,0,0.072,1,0
1.58,0,12.9,0,23,0.04,0,0.609,0,0
77.28,0,209.1,0,21,8.6,0,0.434,1,0
24.27,3,646.3,0,16,3.53,0,0.505,0,0
65.8,2,192.9,0,20,47.98,0,0.186,0,0
82.8,4,244.4,0,2,10.26,0,0.293,0,0
15.98,6,5.5,0,16,8.36,0,0.661,0,0
130.64,2,426.0,0,2,197.07,0,0.827,1,1
421.98,0,72.4,0,13,174.87,1,0.365,1,1
56.89,2,1089.4,0,14,62.56,0,0.713,1,0
100.26,3,359.3,0,1,46.33,1,0.451,0,0
134.41,3,291.2,0,7,30.48,0,0.428,1,0
9.47,3,1699.5,0,10,38.45,0,0.261,1,0
431.6,3,42.8,0,22,210.9,1,0.642,1,1
92.79,3,2861.3,0,10,2.4,0,0.522,0,0
107.99,1,21.4,0,20,65.21,0,0.0,0,0
54.69,4,2279.7,0,7,24.47,0,0.611,0,0
141.3,1,633.5,0,11,24.25,1,0.334,1,1
40.7,5,1205.7,0,23,17.13,0,0.475,1,0
34.57,4,1028.6,1,23,19.48,0,0.278,0,0
211.47,2,787.3,0,4,28.59,1,0.244,0,0
94.75,3,91.3,0,7,6.4,0,0.522,0,0
159.83,1,222.4,0,13,42.76,0,0.4,0,0
52.78,5,1548.3,0,16,23.88,1,0.11,0,0
72.76,4,687.9,0,17,35.57,1,0.0,0,0
90.09,5,151.1,0,0,5.8,0,0.019,0,0
6.36,5,18.0,0,2,52.72,0,0.366,1,0
272.15,3,4.4,1,7,193.16,1,0.549,0,1
36.04,4,458.1,0,12,27.43,0,0.478,1,0
75.81,6,144.0,0,7,45.18,0,0.867,0,0
121.67,3,393.2,0,20,27.44,0,0.402,0,0
129.01,3,51.4,0,22,41.78,2,0.302,0,0
64.78,1,1164.1,1,7,68.09,0,0.48,0,0
86.96,2,928.5,0,10,7.37,0,0.453,1,0
71.52,3,737.9,0,12,3.25,0,0.01,0,0
157.38,6,6619.3,0,9,24.86,1,0.755,0,0
40.13,4,46.1,0,7,18.6,0,0.328,0,0
70.47,4,3845.0,0,1,20.79,0,0.535,1,0
25.38,5,284.5,0,10,31.52,0,0.0,0,0
87.7,4,1370.9,0,10,34.63,0,0.0,1,0
27.63,5,207.7,0,21,12.47,0,0.489,0,0
138.19,3,458.2,0,4,32.85,0,0.507,0,0
115.26,3,23.3,0,16,120.41,2,0.545,0,1
29.15,5,679.8,0,12,91.33,0,0.237,1,0
14.27,2,1705.2,0,6,74.34,0,0.337,0,0
86.09,4,331.9,0,8,11.43,0,0.478,1,0
55.37,4,1683.1,0,6,42.17,1,0.0,0,0
77.78,2,547.1,1,6,53.29,0,0.0,1,0
75.42,3,503.8,0,17,58.26,0,0.074,0,0
104.52,4,1694.9,0,6,43.72,2,0.516,0,0
111.3,7,478.8,0,12,23.12,0,0.449,0,0
62.65,5,1785.2,0,3,17.85,0,0.0,0,0
191.46,7,113.9,0,0,7.17,0,0.0,1,0
59.81,5,910.5,0,20,24.85,0,0.235,1,0
103.3,5,1153.4,0,9,60.35,0,0.323,1,0
40.89,5,352.5,1,12,0.72,0,0.354,0,0
120.11,3,101.3,0,17,53.16,1,0.127,1,0
62.83,3,660.2,0,1,47.04,0,0.386,0,0
20.96,2,1287.0,1,8,50.48,0,0.254,1,0
66.12,2,6.6,0,11,120.7,1,0.617,0,1
107.66,3,415.8,0,2,10.61,1,0.374,1,0
18.89,2,437.9,0,21,85.84,0,0.101,1,0
196.03,3,42.9,1,12,8.51,1,0.401,1,1
63.34,3,411.1,0,6,11.97,1,0.309,1,0
105.59,9,1431.7,0,14,8.28,0,0.554,1,0
6.02,3,580.7,0,21,65.77,2,0.0,1,0
41.65,5,23.2,0,14,11.01,1,0.655,0,0
44.12,4,587.4,1,12,80.4,0,0.673,0,0
138.39,4,582.4,0,4,67.04,0,0.294,0,0
85.92,1,580.6,0,23,50.73,0,0.159,1,0
78.53,4,206.0,1,23,49.99,2,0.0,0,0
35.83,7,927.5,0,1,0.16,0,0.003,0,0
43.51,6,358.2,0,11,61.78,0,0.0,0,0
137.31,4,170.7,0,11,10.07,1,0.073,1,0
173.81,4,354.6,0,12,12.34,1,0.632,1,1
91.84,2,139.1,0,15,29.34,0,0.249,0,0
16.26,2,543.9,0,12,61.69,1,0.327,0,0
37.32,2,397.8,1,15,49.46,0,0.623,0,0
103.48,7,469.9,0,13,40.24,0,0.05,0,0
117.35,4,758.9,0,10,67.6,0,0.0,0,0
57.02,5,120.5,0,21,21.3,0,0.0,0,0
54.07,4,128.6,0,6,16.39,0,0.347,0,0
62.48,3,435.1,0,8,47.77,2,0.335,0,0
57.63,3,2005.3,0,9,24.67,0,0.394,1,0
10.77,4,234.3,0,20,46.05,0,0.036,1,0
55.25,9,1193.8,0,4,48.86,0,0.217,1,0
125.68,5,582.3,0,13,0.15,0,0.798,0,0
69.96,1,223.3,0,10,,1,0.06,0,1
